param Reach default 0 :=
[Airplane1, 1432] 1
[Airplane1, 2135] 1
[Airplane1, 2600] 1
[Airplane1, 2972] 1
[Airplane1, 3571] 1
[Airplane1, 3708] 1
[Airplane1, 3984] 1
[Airplane1, 4217] 1
[Airplane1, 4461] 1
[Airplane1, 4858] 1
[Airplane1, 5059] 1
[Airplane1, 5172] 1
[Airplane1, 5307] 1
[Airplane1, 5531] 1
[Airplane1, 6005] 1
[Airplane1, 6289] 1
[Airplane1, 6522] 1
[Airplane1, 6759] 1
[Airplane1, 6942] 1
[Airplane1, 7023] 1
[Airplane1, 7398] 1
[Airplane1, 7509] 1
[Airplane1, 7961] 1
[Airplane1, 8324] 1
[Airplane1, 8456] 1
[Airplane1, 8838] 1
[Airplane1, 9122] 1
[Airplane1, 9456] 1
[Airplane1, 9785] 1
[Airplane2, 1987] 1
[Airplane2, 2421] 1
[Airplane2, 2972] 1
[Airplane2, 3072] 1
[Airplane2, 3250] 1
[Airplane2, 3386] 1
[Airplane2, 3984] 1
[Airplane2, 4217] 1
[Airplane2, 4461] 1
[Airplane2, 4699] 1
[Airplane2, 5307] 1
[Airplane2, 5531] 1
[Airplane2, 5715] 1
[Airplane2, 6005] 1
[Airplane2, 6289] 1
[Airplane2, 6522] 1
[Airplane2, 6759] 1
[Airplane2, 6942] 1
[Airplane2, 7023] 1
[Airplane2, 7398] 1
[Airplane2, 7509] 1
[Airplane2, 7961] 1
[Airplane2, 8324] 1
[Airplane2, 8456] 1
[Airplane2, 8838] 1
[Airplane2, 9122] 1
[Airplane2, 9456] 1
[Airplane2, 9785] 1
[Airplane3, 1165] 1
[Airplane3, 2828] 1
[Airplane3, 3072] 1
[Airplane3, 3250] 1
[Airplane3, 3386] 1
[Airplane3, 3708] 1
[Airplane3, 4217] 1
[Airplane3, 4461] 1
[Airplane3, 4699] 1
[Airplane3, 4858] 1
[Airplane3, 5059] 1
[Airplane3, 5172] 1
[Airplane3, 5307] 1
[Airplane3, 5531] 1
[Airplane3, 5715] 1
[Airplane3, 6005] 1
[Airplane3, 6289] 1
[Airplane3, 6522] 1
[Airplane3, 6759] 1
[Airplane3, 6942] 1
[Airplane3, 7023] 1
[Airplane3, 7398] 1
[Airplane3, 7509] 1
[Airplane3, 7961] 1
[Airplane3, 8324] 1
[Airplane3, 8456] 1
[Airplane3, 8838] 1
[Airplane3, 9122] 1
[Airplane3, 9456] 1
[Airplane3, 9785] 1
[Airplane4, 1843] 1
[Airplane4, 3072] 1
[Airplane4, 3250] 1
[Airplane4, 3386] 1
[Airplane4, 3571] 1
[Airplane4, 4217] 1
[Airplane4, 4461] 1
[Airplane4, 4699] 1
[Airplane4, 4858] 1
[Airplane4, 5059] 1
[Airplane4, 5172] 1
[Airplane4, 5307] 1
[Airplane4, 5531] 1
[Airplane4, 5715] 1
[Airplane4, 6005] 1
[Airplane4, 6289] 1
[Airplane4, 6522] 1
[Airplane4, 6759] 1
[Airplane4, 6942] 1
[Airplane4, 7023] 1
[Airplane4, 7398] 1
[Airplane4, 7509] 1
[Airplane4, 7961] 1
[Airplane4, 8324] 1
[Airplane4, 8456] 1
[Airplane4, 8838] 1
[Airplane4, 9122] 1
[Airplane4, 9456] 1
[Airplane4, 9785] 1
[Airplane5, 1698] 1
[Airplane5, 2600] 1
[Airplane5, 3571] 1
[Airplane5, 3708] 1
[Airplane5, 4858] 1
[Airplane5, 5059] 1
[Airplane5, 5172] 1
[Airplane5, 5307] 1
[Airplane5, 6005] 1
[Airplane5, 6289] 1
[Airplane5, 6522] 1
[Airplane5, 6759] 1
[Airplane5, 6942] 1
[Airplane5, 7023] 1
[Airplane5, 7398] 1
[Airplane5, 7509] 1
[Airplane5, 7961] 1
[Airplane5, 8324] 1
[Airplane5, 8456] 1
[Airplane5, 8838] 1
[Airplane5, 9122] 1
[Airplane5, 9456] 1
[Airplane5, 9785] 1
[Airplane6, 1987] 1
[Airplane6, 2421] 1
[Airplane6, 2972] 1
[Airplane6, 3072] 1
[Airplane6, 3250] 1
[Airplane6, 3386] 1
[Airplane6, 3984] 1
[Airplane6, 4217] 1
[Airplane6, 4461] 1
[Airplane6, 4699] 1
[Airplane6, 5307] 1
[Airplane6, 5531] 1
[Airplane6, 5715] 1
[Airplane6, 6005] 1
[Airplane6, 6289] 1
[Airplane6, 6522] 1
[Airplane6, 6759] 1
[Airplane6, 6942] 1
[Airplane6, 7023] 1
[Airplane6, 7398] 1
[Airplane6, 7509] 1
[Airplane6, 7961] 1
[Airplane6, 8324] 1
[Airplane6, 8456] 1
[Airplane6, 8838] 1
[Airplane6, 9122] 1
[Airplane6, 9456] 1
[Airplane6, 9785] 1
[Airplane7, 1432] 1
[Airplane7, 2135] 1
[Airplane7, 2600] 1
[Airplane7, 2972] 1
[Airplane7, 3571] 1
[Airplane7, 3708] 1
[Airplane7, 3984] 1
[Airplane7, 4217] 1
[Airplane7, 4461] 1
[Airplane7, 4858] 1
[Airplane7, 5059] 1
[Airplane7, 5172] 1
[Airplane7, 5307] 1
[Airplane7, 5531] 1
[Airplane7, 6005] 1
[Airplane7, 6289] 1
[Airplane7, 6522] 1
[Airplane7, 6759] 1
[Airplane7, 6942] 1
[Airplane7, 7023] 1
[Airplane7, 7398] 1
[Airplane7, 7509] 1
[Airplane7, 7961] 1
[Airplane7, 8324] 1
[Airplane7, 8456] 1
[Airplane7, 8838] 1
[Airplane7, 9122] 1
[Airplane7, 9456] 1
[Airplane7, 9785] 1
[Airplane8, 1165] 1
[Airplane8, 2828] 1
[Airplane8, 3072] 1
[Airplane8, 3250] 1
[Airplane8, 3386] 1
[Airplane8, 3708] 1
[Airplane8, 4217] 1
[Airplane8, 4461] 1
[Airplane8, 4699] 1
[Airplane8, 4858] 1
[Airplane8, 5059] 1
[Airplane8, 5172] 1
[Airplane8, 5307] 1
[Airplane8, 5531] 1
[Airplane8, 5715] 1
[Airplane8, 6005] 1
[Airplane8, 6289] 1
[Airplane8, 6522] 1
[Airplane8, 6759] 1
[Airplane8, 6942] 1
[Airplane8, 7023] 1
[Airplane8, 7398] 1
[Airplane8, 7509] 1
[Airplane8, 7961] 1
[Airplane8, 8324] 1
[Airplane8, 8456] 1
[Airplane8, 8838] 1
[Airplane8, 9122] 1
[Airplane8, 9456] 1
[Airplane8, 9785] 1
[Airplane9, 1843] 1
[Airplane9, 3072] 1
[Airplane9, 3250] 1
[Airplane9, 3386] 1
[Airplane9, 3571] 1
[Airplane9, 4217] 1
[Airplane9, 4461] 1
[Airplane9, 4699] 1
[Airplane9, 4858] 1
[Airplane9, 5059] 1
[Airplane9, 5172] 1
[Airplane9, 5307] 1
[Airplane9, 5531] 1
[Airplane9, 5715] 1
[Airplane9, 6005] 1
[Airplane9, 6289] 1
[Airplane9, 6522] 1
[Airplane9, 6759] 1
[Airplane9, 6942] 1
[Airplane9, 7023] 1
[Airplane9, 7398] 1
[Airplane9, 7509] 1
[Airplane9, 7961] 1
[Airplane9, 8324] 1
[Airplane9, 8456] 1
[Airplane9, 8838] 1
[Airplane9, 9122] 1
[Airplane9, 9456] 1
[Airplane9, 9785] 1
[Airplane10, 1698] 1
[Airplane10, 2600] 1
[Airplane10, 3571] 1
[Airplane10, 3708] 1
[Airplane10, 4858] 1
[Airplane10, 5059] 1
[Airplane10, 5172] 1
[Airplane10, 5307] 1
[Airplane10, 6005] 1
[Airplane10, 6289] 1
[Airplane10, 6522] 1
[Airplane10, 6759] 1
[Airplane10, 6942] 1
[Airplane10, 7023] 1
[Airplane10, 7398] 1
[Airplane10, 7509] 1
[Airplane10, 7961] 1
[Airplane10, 8324] 1
[Airplane10, 8456] 1
[Airplane10, 8838] 1
[Airplane10, 9122] 1
[Airplane10, 9456] 1
[Airplane10, 9785] 1
[Airplane11, 1432] 1
[Airplane11, 2135] 1
[Airplane11, 2600] 1
[Airplane11, 2972] 1
[Airplane11, 3571] 1
[Airplane11, 3708] 1
[Airplane11, 3984] 1
[Airplane11, 4217] 1
[Airplane11, 4461] 1
[Airplane11, 4858] 1
[Airplane11, 5059] 1
[Airplane11, 5172] 1
[Airplane11, 5307] 1
[Airplane11, 5531] 1
[Airplane11, 6005] 1
[Airplane11, 6289] 1
[Airplane11, 6522] 1
[Airplane11, 6759] 1
[Airplane11, 6942] 1
[Airplane11, 7023] 1
[Airplane11, 7398] 1
[Airplane11, 7509] 1
[Airplane11, 7961] 1
[Airplane11, 8324] 1
[Airplane11, 8456] 1
[Airplane11, 8838] 1
[Airplane11, 9122] 1
[Airplane11, 9456] 1
[Airplane11, 9785] 1
[Airplane12, 1987] 1
[Airplane12, 2421] 1
[Airplane12, 2972] 1
[Airplane12, 3072] 1
[Airplane12, 3250] 1
[Airplane12, 3386] 1
[Airplane12, 3984] 1
[Airplane12, 4217] 1
[Airplane12, 4461] 1
[Airplane12, 4699] 1
[Airplane12, 5307] 1
[Airplane12, 5531] 1
[Airplane12, 5715] 1
[Airplane12, 6005] 1
[Airplane12, 6289] 1
[Airplane12, 6522] 1
[Airplane12, 6759] 1
[Airplane12, 6942] 1
[Airplane12, 7023] 1
[Airplane12, 7398] 1
[Airplane12, 7509] 1
[Airplane12, 7961] 1
[Airplane12, 8324] 1
[Airplane12, 8456] 1
[Airplane12, 8838] 1
[Airplane12, 9122] 1
[Airplane12, 9456] 1
[Airplane12, 9785] 1
;
